50.0,11.113445822
75.0,9.464713203
100.0,7.328606885
125.0,7.806074404
150.0,7.722270609
175.0,8.869498246
200.0,6.904311654
225.0,7.450595369
250.0,7.089857167
275.0,7.589346994
300.0,7.096797436
325.0,7.268995761
350.0,7.093420173
375.0,7.11090376
400.0,6.730759172
425.0,6.957364016
450.0,7.037397696
475.0,7.025180027
500.0,7.014653359
525.0,7.117132832
550.0,7.125261681
575.0,6.992497824
600.0,6.833991486
625.0,7.054073744
650.0,6.930632317
675.0,7.240631409
700.0,6.875558394
725.0,6.996933728
750.0,6.90844852
775.0,7.111379995
800.0,6.807173302
825.0,6.92433458
850.0,6.955285001
875.0,6.875874143
900.0,6.850448627
925.0,6.838121378
950.0,6.889589914
975.0,6.985668883
1000.0,6.90471392
1025.0,7.125366404
1050.0,6.854991985
1075.0,6.884683783
1100.0,6.812767485
1125.0,7.044384448
1150.0,6.869865428
1175.0,6.842349378
1200.0,6.774641923
1225.0,6.840453543
1250.0,6.88822746
1275.0,6.845738561
1300.0,6.957987513
1325.0,6.866459366
1350.0,6.960521525
1375.0,6.902819695
1400.0,6.866510436
1425.0,6.882595403
1450.0,6.750487384
1475.0,6.826825567
1500.0,6.822677543
1525.0,6.806649708
1550.0,6.901292864
1575.0,6.862188973
1600.0,6.689952355
1625.0,6.803388161
1650.0,6.792269646
1675.0,6.799289524
1700.0,6.793059975
1725.0,6.751636397
1750.0,6.841802807
1775.0,6.693084776
1800.0,6.815436727
1825.0,6.801364592
1850.0,6.800790264
1875.0,6.820725548
1900.0,6.719792819
1925.0,6.796750502
1950.0,6.720789577
1975.0,6.73090376
2000.0,6.692433796
2025.0,6.899873536
2050.0,6.886149832
2075.0,6.717480792
2100.0,6.863041531
2125.0,6.805720525
2150.0,6.772652497
2175.0,6.795693318
2200.0,6.750131748
2225.0,6.737472084
2250.0,6.858521015
2275.0,6.787101244
2300.0,6.719139497
2325.0,6.723457922
2350.0,6.776294266
2375.0,6.742370983
2400.0,6.737165071
2425.0,6.852479623
2450.0,6.712048662
2475.0,6.748344156
2500.0,6.654590812
2500.0,6.657260065
2514.0,6.68874585
2527.0,6.666573273
2541.0,6.75843385
2555.0,6.691507203
2569.0,6.836027899
2584.0,6.830831988
2599.0,6.902883255
2614.0,6.687634072
2630.0,6.717546319
2646.0,6.688020469
2663.0,6.743363735
2680.0,6.709229957
2697.0,6.835159783
2715.0,6.783229661
2733.0,6.881432191
2752.0,6.685522285
2771.0,6.760173036
2791.0,6.707738078
2812.0,6.665359738
2833.0,6.772966994
2855.0,6.866674079
2877.0,6.88823212
2901.0,7.07722799
2925.0,6.6438226
2949.0,6.719396695
2975.0,6.734021472
3002.0,6.715864528
3029.0,6.627789355
3058.0,6.824941661
3087.0,6.824739232
3118.0,6.929319065
3150.0,6.677353646
3184.0,6.639642012
3219.0,6.634429892
3255.0,6.858637905
3294.0,6.78149553
3334.0,6.912051032
3376.0,6.860538926
3420.0,7.047401898
3467.0,6.562553022
3517.0,6.731870459
3569.0,6.652114484
3625.0,6.83482977
3685.0,6.672627614
3748.0,6.768286634
3816.0,7.590273942
3890.0,7.513603801
3969.0,6.508209914
4055.0,6.674479922
4150.0,6.618722727
4253.0,6.878185435
4368.0,6.417841524
4497.0,6.860045571
4642.0,7.425776618
4808.0,7.999567352
5000.0,6.468723095
5228.0,6.562252436
5504.0,6.391161344
5849.0,7.333696223
6300.0,6.527084145
6934.0,7.866894159
7938.0,11.022518667
10000.0,19.84497491
